movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
2,15712,3.0,833551826,0,1995,Adventure,Children,Fantasy,4853,3.21,0.96,454,337,282,39,457,28,1993,1.48,3.32,1.02,Drama,Thriller,Adventure,Action,Crime
204,2257,3.0,849116532,0,1995,Action,"","",1782,2.97,1.06,141,736,508,1,317,67,1993,1.48,3.33,1.16,Drama,Comedy,Thriller,Romance,Action
208,2257,3.0,849116287,0,1995,Action,Adventure,Sci-Fi,5958,2.85,1.03,110,318,480,292,349,20,1993,1.70,3.65,1.04,Drama,Action,Thriller,Adventure,Romance
208,25199,3.0,836316160,0,1995,Action,Adventure,Sci-Fi,5958,2.85,1.03,161,593,292,316,329,16,1993,1.89,3.62,1.15,Thriller,Action,Adventure,Drama,Sci-Fi
227,9383,3.0,832952199,0,1994,Action,Thriller,"",1013,3.05,0.87,367,223,256,224,265,63,1993,2.59,3.52,1.13,Thriller,Drama,Crime,Comedy,Action
229,1312,4.0,874567245,1,1994,Drama,Thriller,"",543,3.63,0.90,492,608,337,899,497,70,1979,21.21,4.09,0.91,Drama,Romance,Thriller,Comedy,Mystery
231,24804,5.0,859387902,1,1994,Adventure,Comedy,"",7051,2.93,1.21,349,280,253,328,474,74,1995,2.35,3.92,1.08,Thriller,Action,Comedy,Drama,Adventure
232,9383,5.0,833273833,1,1994,Comedy,Drama,Romance,1373,4.03,0.85,431,529,194,319,589,77,1993,2.39,3.70,1.15,Drama,Thriller,Comedy,Crime,Action
235,2066,3.0,832239559,0,1994,Comedy,Drama,"",3605,3.64,0.96,32,47,288,110,300,47,1993,2.91,3.11,0.48,Thriller,Drama,Crime,Action,Mystery
249,13121,4.0,941936248,1,1994,Drama,Romance,"",1090,3.71,0.90,988,281,838,805,534,54,1991,10.49,3.81,0.95,Drama,Romance,Thriller,Action,Crime
25,5589,3.0,860432965,0,1995,Drama,Romance,"",4684,3.69,1.04,1,736,17,"","",9,1995,0.53,3.33,0.87,Romance,Adventure,Action,Thriller,Fantasy
253,24829,5.0,951421425,1,1994,Drama,Horror,"",6010,3.50,0.94,70,799,527,73,786,6,1995,1.17,4.00,1.55,Thriller,Drama,Action,Horror,War
256,6647,3.0,1131311130,0,1994,Comedy,Sci-Fi,"",2181,2.73,1.02,34,628,440,265,350,20,1990,11.48,3.67,0.57,Comedy,Romance,Drama,Thriller,Mystery
256,7992,2.0,1364533618,0,1994,Comedy,Sci-Fi,"",2181,2.73,1.02,593,16,778,208,356,9,1992,6.33,4.22,0.75,Thriller,Crime,Drama,Sci-Fi,Mystery
266,13121,5.0,941937293,1,1994,Drama,Romance,War,3492,3.48,1.03,536,261,446,22,155,94,1992,8.11,3.78,0.93,Drama,Romance,Thriller,Comedy,Crime
266,26345,2.0,855090627,0,1994,Drama,Romance,War,3492,3.48,1.03,930,934,337,932,916,100,1983,18.84,3.90,0.87,Romance,Drama,Comedy,Thriller,Action
273,7047,3.5,1373619444,1,1994,Drama,Horror,Sci-Fi,1633,3.11,0.97,531,431,"","","",2,1993,0.00,4.00,0.00,Drama,Crime,Children,"",""
276,15099,2.0,945925825,0,1994,Comedy,Romance,"",1214,2.97,0.95,105,597,543,587,293,73,1985,18.40,3.58,0.96,Drama,Romance,Comedy,Thriller,Musical
29,3769,4.0,1012671500,1,1995,Adventure,Drama,Fantasy,1859,3.92,0.97,520,783,"","","",5,1972,30.33,3.40,0.55,Romance,Musical,Children,Drama,Comedy
290,23096,4.5,1112011084,1,1994,Crime,Drama,"",888,4.02,0.87,344,316,293,364,849,41,1992,6.50,2.91,1.05,Thriller,Action,Drama,Sci-Fi,Crime
296,29322,4.5,1111474753,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,6,345,520,342,"",9,1994,1.00,2.94,1.07,Comedy,Action,Thriller,Crime,Drama
296,7047,4.5,1373619887,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,527,858,273,531,431,5,1989,9.51,4.30,0.67,Drama,Crime,Sci-Fi,Horror,Children
3,27033,1.0,850653727,0,1995,Comedy,Romance,"",2769,3.15,0.99,1,780,648,"","",11,1995,0.52,3.00,1.10,Adventure,Action,Thriller,Sci-Fi,Mystery
305,982,2.5,1141653042,0,1994,Comedy,"","",780,2.69,1.03,373,412,707,799,748,100,1992,8.48,2.83,0.67,Drama,Comedy,Thriller,Romance,Action
309,8647,1.0,899661002,0,1994,Drama,"","",105,3.57,1.14,464,334,10,449,362,100,1991,10.17,2.91,1.32,Comedy,Action,Thriller,Crime,Drama
315,25199,3.0,836316269,0,1994,Action,Drama,Thriller,2376,2.90,0.99,480,356,225,110,457,31,1993,1.50,3.55,1.06,Thriller,Action,Drama,Adventure,Sci-Fi
317,2257,4.0,849116422,1,1994,Comedy,Drama,Fantasy,3486,3.14,1.00,39,357,32,21,527,46,1993,1.58,3.50,1.15,Drama,Thriller,Comedy,Romance,Action
318,20648,4.0,858021850,1,1994,Crime,Drama,"",13826,4.45,0.72,509,527,68,29,14,20,1994,4.19,3.50,0.95,Drama,Sci-Fi,Romance,Comedy,Thriller
318,2428,5.0,1210660761,1,1994,Crime,Drama,"",13826,4.45,0.72,524,261,"","","",2,1993,0.71,3.75,0.35,Drama,"","","",""
318,24804,5.0,859388342,1,1994,Crime,Drama,"",13826,4.45,0.72,480,366,227,410,333,89,1994,2.22,3.98,1.03,Thriller,Action,Comedy,Drama,Adventure
318,24912,5.0,906279643,1,1994,Crime,Drama,"",13826,4.45,0.72,593,778,280,"","",3,1994,2.65,4.67,0.58,Thriller,Crime,Drama,Horror,Comedy
32,24804,4.0,859385298,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,648,141,736,"","",4,1996,0.00,4.00,0.82,Action,Thriller,Adventure,Romance,Mystery
32,25594,5.0,1145532819,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,1,589,457,480,356,31,1993,4.23,4.27,0.95,Action,Thriller,Drama,Crime,Comedy
32,29910,4.0,856426844,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,866,82,745,260,"",11,1993,5.54,3.36,1.03,Drama,Comedy,Action,Sci-Fi,Thriller
329,9383,3.0,832951749,0,1994,Adventure,Drama,Sci-Fi,5727,3.33,0.97,153,590,150,592,296,9,1993,2.24,3.89,0.93,Adventure,Crime,Drama,Action,Thriller
34,19008,2.0,1002126595,0,1995,Children,Drama,"",7042,3.63,1.11,428,32,110,527,296,9,1994,1.50,4.00,1.12,Drama,Thriller,Crime,War,Action
342,15060,1.0,840722061,0,1994,Comedy,"","",2568,3.52,1.02,648,368,277,62,48,43,1992,8.83,3.30,1.35,Drama,Romance,Comedy,Adventure,Musical
344,23952,2.0,841080487,0,1994,Comedy,"","",8273,2.98,1.11,"","","","","",4,1993,2.22,3.00,0.00,"","","","",""
344,7047,2.5,1398081621,0,1994,Comedy,"","",8273,2.98,1.11,608,50,780,110,356,24,1989,12.36,3.73,0.71,Drama,Thriller,Adventure,Crime,Action
344,7895,3.0,848996218,0,1994,Comedy,"","",8273,2.98,1.11,165,588,590,150,296,6,1992,2.59,4.00,0.63,Adventure,Drama,Thriller,Crime,Comedy
356,12015,3.0,941549520,0,1994,Comedy,Drama,Romance,14426,4.03,0.95,501,538,496,953,527,43,1987,14.12,3.58,1.26,Drama,Comedy,Thriller,Crime,Action
356,15060,5.0,840721266,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,339,595,588,590,852,13,1993,2.37,3.00,1.41,Romance,Comedy,Adventure,Musical,Children
356,4101,3.5,1125665044,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,296,480,29,551,223,23,1987,14.39,4.07,0.68,Drama,Romance,Comedy,Thriller,Adventure
357,25450,3.0,837710316,0,1994,Comedy,Romance,"",6126,3.63,0.94,350,11,236,282,527,56,1993,1.61,3.30,1.06,Thriller,Action,Drama,Comedy,Romance
357,7895,4.0,848996423,1,1994,Comedy,Romance,"",6126,3.63,0.94,50,527,539,587,597,24,1993,1.91,3.92,0.72,Drama,Comedy,Romance,Thriller,Crime
362,13121,3.0,941934531,0,1994,Adventure,Children,Romance,1657,3.38,0.96,480,349,590,380,260,9,1981,21.40,3.78,0.97,Adventure,Action,Thriller,Sci-Fi,Romance
367,18212,3.0,999476437,0,1994,Action,Comedy,Crime,7577,3.16,1.00,317,586,368,587,380,55,1990,13.32,3.49,1.18,Drama,Thriller,Comedy,Action,Adventure
367,18638,5.0,835454356,1,1994,Action,Comedy,Crime,7577,3.16,1.00,364,19,47,300,110,32,1993,1.55,3.84,0.81,Drama,Thriller,Adventure,Comedy,Action
367,2257,3.0,849116338,0,1994,Action,Comedy,Crime,7577,3.16,1.00,500,364,185,110,318,31,1993,1.54,3.42,1.18,Drama,Action,Thriller,Adventure,Romance
371,3907,3.5,1085633957,1,1994,Comedy,Drama,"",930,3.24,0.75,534,899,671,457,904,100,1991,11.44,2.96,0.85,Drama,Comedy,Thriller,Romance,Adventure
372,3907,2.5,1085635675,0,1994,Comedy,Drama,Romance,1799,3.25,0.91,364,923,750,371,534,100,1990,13.75,2.94,0.85,Drama,Comedy,Thriller,Romance,Adventure
377,822,3.5,1381514760,1,1994,Action,Romance,Thriller,9053,3.49,0.94,344,592,1,110,480,10,1988,11.21,3.80,0.89,Action,Adventure,Drama,Comedy,Sci-Fi
380,7992,3.5,1365316552,1,1994,Action,Adventure,Comedy,9364,3.48,0.93,296,593,16,778,208,11,1992,5.69,3.95,0.96,Thriller,Crime,Drama,Comedy,Sci-Fi
380,982,2.5,1141510153,0,1994,Action,Adventure,Comedy,9364,3.48,0.93,162,924,111,750,968,36,1987,12.71,3.46,0.88,Drama,Crime,Thriller,Sci-Fi,Comedy
415,25646,4.0,842580983,1,1993,Comedy,Thriller,"",720,2.82,0.90,7,489,708,616,5,42,1991,9.53,3.98,0.90,Comedy,Drama,Romance,Adventure,Children
440,19008,5.0,1002127797,1,1993,Comedy,Romance,"",4180,3.60,0.81,543,551,471,597,223,36,1993,1.39,3.92,0.91,Drama,Comedy,Romance,Action,Crime
451,2686,5.0,851034813,1,1993,Drama,Mystery,Romance,159,3.00,0.88,679,359,64,703,151,35,1994,1.65,4.26,1.01,Romance,Drama,Comedy,Thriller,Fantasy
47,13527,3.0,843783274,0,1995,Mystery,Thriller,"",9335,4.06,0.87,454,480,356,316,593,27,1993,1.57,3.19,1.00,Thriller,Adventure,Drama,Comedy,Action
471,19008,4.0,1002127745,1,1994,Comedy,"","",2463,3.66,0.94,597,223,356,1,475,33,1993,1.44,3.91,0.95,Drama,Comedy,Action,Romance,Crime
473,982,2.5,1141669515,0,1994,Comedy,War,"",314,2.33,1.11,166,366,202,521,407,100,1992,7.72,2.90,0.60,Drama,Thriller,Crime,Romance,Horror
480,12015,1.0,941762489,0,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,908,923,247,21,190,75,1988,13.78,3.19,1.19,Drama,Thriller,Comedy,Crime,Action
493,12015,2.0,941762238,0,1993,Action,Crime,Drama,765,3.63,0.93,908,923,247,21,190,67,1987,14.44,3.36,1.14,Drama,Thriller,Comedy,Crime,Action
5,18638,3.0,835455124,0,1995,Comedy,"","",2629,3.06,0.98,467,783,786,62,95,51,1994,1.49,3.84,0.78,Drama,Thriller,Comedy,Action,Adventure
50,25485,4.0,856171776,1,1995,Crime,Mystery,Thriller,10221,4.35,0.75,599,916,933,911,902,100,1989,13.38,3.60,0.72,Drama,Romance,Comedy,Thriller,Crime
50,27607,5.0,945358064,1,1995,Crime,Mystery,Thriller,10221,4.35,0.75,25,866,34,608,778,76,1994,2.52,3.92,0.93,Comedy,Drama,Thriller,Action,Crime
50,9383,4.0,832951920,1,1995,Crime,Mystery,Thriller,10221,4.35,0.75,39,21,225,288,110,36,1994,1.31,3.56,1.13,Drama,Thriller,Action,Adventure,Crime
500,25199,3.0,836316348,0,1993,Comedy,Drama,"",7349,3.39,0.96,95,377,553,589,367,40,1993,1.47,3.60,1.17,Action,Thriller,Drama,Adventure,Sci-Fi
52,4745,3.0,938764424,0,1995,Comedy,Drama,Romance,2033,3.54,0.91,348,39,497,745,412,56,1989,11.31,3.95,0.65,Drama,Comedy,Romance,Crime,Thriller
527,16068,5.0,841664756,1,1993,Drama,War,"",11017,4.30,0.83,539,587,364,480,185,40,1993,1.75,3.62,0.81,Drama,Thriller,Adventure,Comedy,Action
532,13527,3.0,843981514,0,1994,Comedy,Crime,Horror,1372,3.07,1.06,490,164,58,529,246,100,1993,5.85,3.22,0.70,Drama,Comedy,Romance,Thriller,Fantasy
541,24240,1.0,1010573531,0,1982,Action,Sci-Fi,Thriller,6635,4.14,0.88,593,589,832,482,296,12,1991,6.46,3.92,1.31,Crime,Thriller,Drama,Sci-Fi,Mystery
541,3907,3.5,1126499727,1,1982,Action,Sci-Fi,Thriller,6635,4.14,0.88,555,592,72,215,954,100,1988,15.64,2.75,0.89,Drama,Thriller,Comedy,Romance,Adventure
546,982,1.5,1141652209,0,1993,Action,Adventure,Children,1275,2.03,1.07,412,707,799,748,194,100,1992,9.21,2.92,0.64,Drama,Comedy,Thriller,Romance,Action
551,8633,3.0,1084834822,0,1993,Animation,Children,Fantasy,4460,3.71,0.97,410,788,589,380,592,19,1990,12.62,3.55,0.50,Comedy,Action,Thriller,Crime,Sci-Fi
585,6647,4.0,1131310759,1,1995,Comedy,"","",2087,2.63,1.13,497,539,902,904,832,13,1988,13.98,3.46,0.48,Comedy,Romance,Thriller,Drama,Action
586,26007,4.0,1213313718,1,1990,Children,Comedy,"",6155,3.09,1.00,733,380,329,587,367,42,1992,5.29,3.63,1.12,Thriller,Action,Adventure,Drama,Crime
587,19008,3.0,1002127900,0,1990,Comedy,Drama,Fantasy,6405,3.43,1.00,69,500,104,380,440,42,1993,1.36,3.95,0.88,Drama,Comedy,Romance,Action,Thriller
587,23952,4.0,841080654,1,1990,Comedy,Drama,Fantasy,6405,3.43,1.00,50,500,225,377,47,27,1993,1.42,3.30,1.10,Thriller,Crime,Drama,Action,Romance
587,26083,4.0,840738622,1,1990,Comedy,Drama,Fantasy,6405,3.43,1.00,39,586,50,21,500,30,1993,1.62,3.90,0.61,Thriller,Drama,Crime,Comedy,Action
588,24072,4.0,839492267,1,1992,Adventure,Animation,Children,8980,3.67,0.92,150,"","","","",2,1992,3.54,3.00,1.41,Adventure,IMAX,Drama,"",""
588,25199,3.0,836316071,0,1992,Adventure,Animation,Children,8980,3.67,0.92,380,150,"","","",8,1993,2.30,3.00,1.07,Adventure,Action,Thriller,Romance,IMAX
590,982,3.0,1141510033,0,1990,Adventure,Drama,Western,9497,3.72,0.97,162,924,111,750,968,34,1987,13.01,3.49,0.90,Drama,Crime,Thriller,Sci-Fi,Comedy
592,8647,1.0,879551374,0,1989,Action,Crime,Thriller,10028,3.40,0.84,720,442,389,497,415,100,1992,8.89,3.42,1.00,Comedy,Action,Drama,Thriller,Romance
593,1716,5.0,1150644093,1,1991,Crime,Horror,Thriller,13692,4.18,0.85,466,163,112,151,370,8,1994,0.89,3.31,1.25,Action,Comedy,Romance,War,Adventure
608,15816,4.0,1354245212,1,1996,Comedy,Crime,Drama,9505,4.09,0.93,475,50,19,318,196,55,1991,9.27,3.66,0.92,Thriller,Action,Drama,Adventure,Crime
62,13527,3.0,843828206,0,1995,Drama,"","",4221,3.70,1.00,261,11,350,440,39,66,1993,1.52,3.26,0.88,Drama,Comedy,Thriller,Romance,Adventure
627,3907,3.5,1276970029,1,1995,Drama,Thriller,"",395,3.54,0.99,911,154,475,95,329,100,1985,17.63,2.94,0.82,Drama,Thriller,Romance,Comedy,Crime
627,8647,5.0,875278891,1,1995,Drama,Thriller,"",395,3.54,0.99,68,135,21,861,940,51,1985,19.18,2.72,1.36,Comedy,Crime,Romance,Adventure,Action
640,20121,4.0,947292692,1,1996,Drama,Thriller,"",696,2.97,0.92,50,745,593,111,923,23,1978,20.27,4.35,0.98,Drama,Thriller,Romance,Crime,Comedy
667,25494,3.0,831618750,0,1996,Action,"","",230,2.52,1.20,50,47,21,253,10,28,1994,1.62,3.36,0.68,Thriller,Crime,Comedy,Action,Adventure
708,25199,4.0,854111192,1,1996,Comedy,Romance,"",3337,3.39,0.91,879,1,21,628,745,100,1993,7.99,2.97,1.29,Comedy,Thriller,Action,Adventure,Drama
733,19008,3.0,1002134633,0,1996,Action,Adventure,Thriller,6837,3.65,0.92,480,592,474,589,260,72,1993,2.50,3.65,0.97,Drama,Comedy,Action,Romance,Thriller
733,26007,4.0,1213313541,1,1996,Action,Adventure,Thriller,6837,3.65,0.92,380,329,587,367,364,37,1992,5.58,3.72,1.14,Thriller,Action,Adventure,Drama,Crime
745,20121,5.0,947292654,1,1995,Animation,Children,Comedy,2625,4.16,0.91,593,111,923,260,922,21,1977,20.56,4.29,1.01,Drama,Thriller,Romance,Crime,Comedy
745,27720,5.0,1413441200,1,1995,Animation,Children,Comedy,2625,4.16,0.91,750,904,"","","",4,1977,21.47,3.50,1.22,Thriller,Mystery,War,Comedy,""
778,24240,2.0,1010577264,0,1996,Comedy,Crime,Drama,5195,4.00,0.90,288,457,356,593,589,19,1989,12.99,3.47,1.54,Thriller,Crime,Drama,Action,Sci-Fi
778,29322,4.5,1126663244,1,1996,Comedy,Crime,Drama,5195,4.00,0.90,10,608,839,34,350,65,1992,5.49,3.41,0.99,Drama,Thriller,Action,Crime,Comedy
778,982,4.0,1141510645,1,1996,Comedy,Crime,Drama,5195,4.00,0.90,509,410,293,288,223,93,1990,9.99,3.18,0.71,Drama,Thriller,Crime,Comedy,Action
783,17146,3.0,868808617,0,1996,Animation,Children,Drama,2215,3.25,1.09,107,832,376,786,260,27,1994,5.70,3.37,1.33,Thriller,Action,Adventure,Sci-Fi,Comedy
788,10218,3.0,1111653317,0,1996,Comedy,Fantasy,Romance,4208,2.87,1.08,110,527,593,318,908,17,1992,8.72,3.03,1.36,Drama,Crime,Action,Thriller,War
788,8647,3.0,875278005,0,1996,Comedy,Fantasy,Romance,4208,2.87,1.08,41,141,112,608,745,37,1983,20.29,2.45,1.36,Comedy,Crime,Adventure,Romance,Children
84,20413,4.0,947553567,1,1995,Comedy,Drama,"",46,3.47,0.95,301,912,121,363,549,12,1983,20.67,4.50,1.00,Drama,Documentary,Romance,Musical,Thriller
842,8647,4.0,898376035,1,1996,Comedy,Horror,"",456,2.83,1.14,671,9,63,994,71,100,1990,11.57,2.66,1.36,Comedy,Action,Thriller,Crime,Drama
852,13969,4.0,1142472394,1,1996,Comedy,Drama,Romance,2262,3.20,0.92,282,"","","","",2,1994,0.00,3.25,0.35,Drama,"","","",""
852,982,3.0,1141511452,0,1996,Comedy,Drama,Romance,2262,3.20,0.92,953,290,247,913,903,100,1989,12.78,3.15,0.62,Drama,Thriller,Crime,Romance,Action
880,10035,3.0,993000340,0,1996,Sci-Fi,Thriller,"",1209,2.42,1.03,610,780,480,589,260,20,1992,4.97,3.90,1.02,Sci-Fi,Action,Adventure,Drama,Thriller
886,8647,4.0,875279410,1,1996,Action,Comedy,Crime,357,3.09,1.01,637,704,694,733,627,57,1986,18.41,2.87,1.38,Comedy,Crime,Action,Adventure,Thriller
902,26345,3.0,855089956,0,1961,Drama,Romance,"",2112,3.85,0.92,915,903,953,969,908,91,1988,15.24,3.82,0.90,Comedy,Romance,Drama,Thriller,Adventure
914,20413,4.0,947620958,1,1964,Comedy,Drama,Musical,2155,3.91,0.96,299,190,213,334,918,60,1981,19.86,4.30,1.21,Drama,Romance,Comedy,Thriller,Musical
915,15099,3.0,945921974,0,1954,Comedy,Romance,"",1155,3.88,0.89,588,34,593,920,337,23,1977,23.90,3.70,1.15,Drama,Adventure,Crime,Children,Action
919,10107,2.0,1032500573,0,1939,Adventure,Children,Fantasy,5138,3.98,0.94,969,246,232,899,608,23,1970,23.23,4.30,0.88,Comedy,Romance,Drama,Thriller,Mystery
919,12015,5.0,941842761,1,1939,Adventure,Children,Fantasy,5138,3.98,0.94,908,923,247,21,190,80,1988,13.42,3.05,1.27,Drama,Thriller,Comedy,Crime,Action
949,28510,4.0,938893729,1,1955,Drama,"","",471,3.92,0.88,902,296,17,30,"",4,1986,16.84,4.75,0.50,Drama,Romance,Crime,Thriller,Comedy
953,19008,4.0,1002658052,1,1946,Drama,Fantasy,Romance,3081,4.04,0.99,162,541,50,16,198,100,1993,4.72,3.47,1.04,Drama,Comedy,Action,Thriller,Romance
969,8647,2.0,1035633671,0,1951,Adventure,Comedy,Romance,2380,4.11,0.86,950,951,"","","",11,1972,27.15,2.00,1.26,Comedy,Romance,Crime,"",""
988,13121,5.0,941936248,1,1996,Comedy,Drama,"",125,3.22,0.94,281,838,805,534,347,53,1991,10.57,3.79,0.95,Drama,Romance,Thriller,Action,Crime
999,27607,4.0,945367521,1,1996,Crime,Film-Noir,"",707,3.34,0.89,431,555,50,25,866,79,1994,2.48,3.95,0.93,Comedy,Drama,Thriller,Crime,Action
1,5200,5.0,831227142,1,1995,Adventure,Animation,Children,10759,3.91,0.89,10,588,349,590,150,8,1993,1.69,4.00,0.76,Adventure,Drama,Thriller,Action,Crime
10,22289,4.0,1330952376,1,1995,Action,Adventure,Thriller,6330,3.42,0.87,500,165,364,648,780,17,1994,1.24,4.06,0.68,Drama,Action,Thriller,Comedy,Adventure
10,29005,3.0,940969286,0,1995,Action,Adventure,Thriller,6330,3.42,0.87,6,933,16,111,904,19,1977,22.15,4.47,0.77,Thriller,Crime,Drama,Mystery,Romance
104,12988,4.0,852529754,1,1996,Comedy,"","",3954,3.40,1.06,653,786,788,79,135,24,1995,0.20,3.42,0.97,Drama,Thriller,Action,Comedy,Fantasy
11,17768,4.0,975536377,1,1995,Comedy,Drama,Romance,3846,3.69,0.88,441,377,350,373,356,100,1993,7.43,3.77,0.76,Thriller,Drama,Action,Comedy,Romance
110,1627,3.0,940089920,0,1995,Action,Drama,War,11637,4.04,0.97,535,34,116,593,247,65,1989,12.93,4.02,0.92,Drama,Comedy,Romance,Thriller,Crime
12,3053,2.0,863361771,0,1995,Comedy,Horror,"",841,2.66,1.15,497,198,802,50,47,100,1986,17.46,3.43,0.66,Drama,Thriller,Comedy,Action,Adventure
135,22493,1.5,1234683022,0,1996,Comedy,"","",1390,3.00,1.06,327,531,720,"","",4,1988,12.40,3.75,0.50,Comedy,Action,Sci-Fi,Adventure,Children
141,38,2.0,835885700,0,1996,Comedy,"","",4859,3.52,0.96,467,786,350,237,233,51,1993,1.54,3.55,1.30,Drama,Romance,Comedy,Thriller,Action
141,9929,3.5,1186140026,1,1996,Comedy,"","",4859,3.52,0.96,39,587,597,47,50,35,1989,13.73,3.24,0.70,Thriller,Drama,Romance,Crime,Comedy
150,17768,4.0,942763285,1,1995,Adventure,Drama,IMAX,10324,3.86,0.86,527,16,296,50,800,10,1994,0.84,4.40,0.70,Drama,Crime,Thriller,Mystery,War
151,17768,5.0,959875925,1,1995,Action,Drama,Romance,2767,3.57,0.92,543,832,802,852,805,44,1994,3.66,4.23,0.68,Drama,Thriller,Crime,Comedy,Action
153,20561,1.5,1065182984,0,1995,Action,Adventure,Comedy,7100,2.89,0.95,288,589,110,260,555,30,1993,3.52,2.15,1.24,Action,Thriller,Crime,Sci-Fi,Drama
153,29296,3.5,1138536409,1,1995,Action,Adventure,Comedy,7100,2.89,0.95,780,380,589,480,"",4,1993,2.08,4.75,0.50,Action,Sci-Fi,Thriller,Adventure,Romance
157,5305,1.0,991988642,0,1995,Comedy,War,"",580,2.71,1.01,353,111,"","","",4,1989,9.02,3.50,1.29,Thriller,Crime,Action,Fantasy,Drama
168,23774,1.0,846436541,0,1995,Action,Drama,Romance,2557,3.06,1.12,780,282,2,94,111,59,1993,2.71,3.31,1.02,Thriller,Drama,Crime,Action,Romance
17,23774,3.0,846101615,0,1995,Drama,Romance,"",4556,3.97,0.94,111,508,509,25,50,46,1993,2.99,3.30,1.09,Thriller,Drama,Crime,Action,Romance
2,7120,4.0,1175542372,1,1995,Adventure,Children,Fantasy,4853,3.21,0.96,919,541,141,21,161,34,1990,10.46,3.85,1.48,Drama,Comedy,Adventure,Thriller,Children
208,8667,4.0,847275551,1,1995,Action,Adventure,Sci-Fi,5958,2.85,1.03,318,480,292,329,434,20,1993,1.66,4.05,0.69,Thriller,Action,Drama,Adventure,Crime
208,9098,4.5,1325814397,1,1995,Action,Adventure,Sci-Fi,5958,2.85,1.03,558,858,50,480,29,14,1991,6.68,4.25,0.55,Adventure,Children,Animation,Fantasy,Sci-Fi
214,8934,5.0,835460526,1,1994,Drama,War,"",190,4.01,1.00,613,541,334,412,28,100,1992,6.13,3.61,0.82,Drama,Romance,Comedy,Thriller,Action
216,23263,4.0,1313631449,1,1995,Comedy,"","",1867,3.22,1.14,74,592,674,757,748,12,1989,10.97,3.92,0.73,Sci-Fi,Thriller,Drama,Comedy,Action
223,22493,3.5,1234685308,1,1994,Comedy,"","",5102,3.86,0.97,62,39,586,208,34,58,1986,16.68,3.73,0.86,Comedy,Drama,Adventure,Action,Thriller
23,24490,2.5,1204539908,0,1995,Action,Crime,Thriller,871,3.14,0.95,616,"","","","",2,1981,16.26,2.75,2.47,Children,Animation,"","",""
230,17768,3.0,959875956,0,1995,Drama,Thriller,"",1614,3.61,0.87,151,543,832,802,852,45,1994,3.62,4.24,0.68,Drama,Thriller,Crime,Action,Comedy
236,27861,4.0,834688093,1,1995,Action,Comedy,Romance,2607,3.31,0.92,454,111,50,32,21,46,1993,2.99,3.48,0.84,Thriller,Crime,Drama,Comedy,Action
242,8934,3.0,835460445,0,1994,Drama,Musical,"",246,3.41,1.01,541,334,412,28,382,100,1992,6.14,3.63,0.81,Drama,Romance,Comedy,Thriller,Action
253,15481,5.0,980124188,1,1994,Drama,Horror,"",6010,3.50,0.94,551,337,380,589,342,93,1992,7.47,3.48,1.08,Drama,Comedy,Romance,Action,Adventure
253,28373,3.0,836966549,0,1994,Drama,Horror,"",6010,3.50,0.94,593,318,296,590,"",17,1993,1.49,3.29,0.59,Crime,Drama,Thriller,Horror,Adventure
253,5200,5.0,831227794,1,1994,Drama,Horror,"",6010,3.50,0.94,229,227,317,232,161,25,1993,1.61,3.80,1.15,Drama,Thriller,Adventure,Comedy,Action
256,15657,3.0,1223134097,0,1994,Comedy,Sci-Fi,"",2181,2.73,1.02,475,661,628,376,596,10,1989,17.39,2.75,1.23,Thriller,Musical,Fantasy,Children,Drama
257,11800,2.0,967364212,0,1995,Mystery,Thriller,"",814,3.42,0.88,490,543,230,454,16,55,1991,7.96,3.82,1.06,Thriller,Drama,Crime,Comedy,Action
257,20233,3.0,844186185,0,1995,Mystery,Thriller,"",814,3.42,0.88,371,23,431,230,368,64,1993,1.54,3.61,0.87,Drama,Thriller,Action,Comedy,Adventure
260,11800,5.0,967352871,1,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,111,457,592,858,800,32,1992,6.82,4.12,0.98,Thriller,Crime,Drama,Comedy,Action
265,8928,3.0,831275737,0,1992,Drama,Fantasy,Romance,2622,3.89,0.98,141,236,17,300,318,16,1994,1.86,3.44,1.31,Drama,Action,Romance,Adventure,Crime
282,15646,3.0,861142749,0,1994,Drama,"","",2426,3.39,1.00,954,899,533,593,353,74,1988,15.21,3.53,0.78,Comedy,Action,Adventure,Drama,Thriller
282,6618,4.0,836957926,1,1994,Drama,"","",2426,3.39,1.00,589,50,367,39,266,35,1993,1.51,4.29,0.93,Drama,Action,Thriller,Comedy,Adventure
